transaction_id,transaction_datetime,customer_id,customer_segment,product_id,product_name,category,unit_price,quantity,discount_pct,tax_pct,shipping_cost,subtotal,discount_amount,tax_amount,total_amount,channel,fulfillment_type,shipper,country,city,payment_mode,payment_status,order_status,coupon_code,source_campaign,referrer,store_id,sales_rep_id,return_flag,return_reason
TX20250000019,2025-05-31 06:44:00,CUST101375,SME,PROD1007,Mouse,Accessories,3423.11,1,0.15,0.12,79.0,3423.11,513.47,349.16,3337.8,Online,Ship,BlueDart,Germany,Berlin,Visa,Success,Shipped,SAVE15,,Facebook,STR002,,0,
TX20250000020,2025-08-31 21:27:00,CUST100323,Enterprise,PROD1013,SSD 1TB,Storage,11402.43,5,0.05,0.18,149.0,57012.15,2850.61,9749.08,64059.62,Store,Ship,DHL,Canada,Montreal,,Failed,Returned,LOYALTY,,Google,STR003,SR1002,1,Not as described
TX20250000021,2025-01-28 11:43:00,CUST100431,SME,PROD1003,Headphones,Electronics,7963.97,6,0.0,0.18,0.0,47783.82,0.0,8601.09,56384.91,Store,Pickup,,UK,London,Visa,Success,Shipped,,,LinkedIn,STR002,SR1002,0,
TX20250000022,2025-08-05 06:32:00,CUST100330,Enterprise,PROD1008,Monitor,Electronics,28859.11,3,0.0,0.18,0.0,86577.33,0.0,15583.92,102161.25,Marketplace,Digital,,India,Mumbai,Visa,Pending,Refunded,,,LinkedIn,STR004,,1,Size/fit issue
TX20250000023,2025-07-24 08:02:00,CUST101131,Corporate,PROD1006,Keyboard,Accessories,552.14,2,0.0,0.05,0.0,1104.28,0.0,55.21,1159.49,Online,Pickup,,UK,London,COD,Success,Shipped,,,LinkedIn,STR004,,0,
TX20250000024,2025-02-20 09:43:00,CUST100832,Corporate,PROD1014,Power Bank,Accessories,2237.99,1,0.0,0.05,79.0,2237.99,0.0,111.9,2428.89,MobileApp,Ship,Delhivery,Germany,Berlin,Visa,Pending,Cancelled,,EMAIL_NEWS,Facebook,STR002,,0,
TX20250000025,2025-06-29 16:48:00,CUST100326,Retail,PROD1006,Keyboard,Accessories,2404.37,1,0.05,0.05,99.0,2404.37,120.22,114.21,2497.36,Marketplace,Ship,DHL,USA,Seattle,MasterCard,Failed,Returned,SAVE15,SOCIAL_ADS,Facebook,STR003,,1,Wrong item delivered
TX20250000026,2025-04-11 16:55:00,CUST100570,Retail,PROD1012,Router,Networking,1967.25,3,0.0,0.12,0.0,5901.75,0.0,708.21,6609.96,Store,Pickup,,Canada,Montreal,,Failed,Refunded,,FESTIVE15,Instagram,STR001,,1,Wrong item delivered
TX20250000027,2025-08-17 00:00:00,CUST101221,Enterprise,PROD1005,Smart Watch,Wearables,10285.76,1,0.0,0.18,199.0,10285.76,0.0,1851.44,12336.2,Store,Pickup,,Canada,Toronto,Amex,Success,Shipped,,SOCIAL_ADS,YouTube,STR001,SR1001,0,
TX20250000028,2025-06-09 22:03:00,CUST100745,Enterprise,PROD1001,Phone,Electronics,15034.24,2,0.0,0.18,99.0,30068.48,0.0,5412.33,35579.81,Store,Pickup,,India,Pune,UPI,Success,Shipped,,SOCIAL_ADS,Instagram,STR002,SR1001,0,
TX20250000029,2025-03-10 19:33:00,CUST100861,Enterprise,PROD1010,Office Chair,Furniture,16937.65,2,0.0,0.18,0.0,33875.3,0.0,6097.55,39972.85,MobileApp,Digital,,Canada,Montreal,Amex,Failed,Confirmed,,SUMMER_SALE,YouTube,STR004,,0,
TX20250000030,2025-04-07 08:59:00,CUST101242,SME,PROD1007,Mouse,Accessories,3245.91,3,0.1,0.12,0.0,9737.73,973.77,1051.68,9815.64,Marketplace,Digital,,USA,Chicago,UPI,Pending,Cancelled,LOYALTY,SUMMER_SALE,Direct,STR002,,0,
TX20250000031,2025-09-09 03:18:00,CUST101359,SME,PROD1001,Phone,Electronics,69870.01,5,0.0,0.05,0.0,349350.05,0.0,17467.5,366817.55,Store,Ship,DHL,USA,San Francisco,Visa,Success,Delivered,,DIWALI2025,YouTube,STR002,SR1003,0,
TX20250000032,2025-08-21 00:39:00,CUST101012,Enterprise,PROD1003,Headphones,Electronics,7451.85,7,0.0,0.05,0.0,52162.95,0.0,2608.15,54771.1,Online,Ship,DHL,Germany,Munich,Visa,Refunded,Refunded,,FESTIVE15,Facebook,,,1,Late delivery
TX20250000033,2025-08-05 17:22:00,CUST100934,Corporate,PROD1012,Router,Networking,12462.12,3,0.0,0.12,0.0,37386.36,0.0,4486.36,41872.72,Store,Pickup,,Canada,Calgary,Cash,Success,Returned,,EMAIL_NEWS,Affiliate,STR004,SR1002,1,
TX20250000034,2025-04-22 19:59:00,CUST100506,SME,PROD1012,Router,Networking,6625.25,10,0.2,0.18,0.0,66252.5,13250.5,9540.36,62542.36,Marketplace,Digital,,USA,Austin,Amex,Success,Shipped,SAVE5,NEW_USER10,LinkedIn,STR004,,0,
TX20250000035,2025-07-16 04:31:00,CUST100283,Corporate,PROD1003,Headphones,Electronics,11689.35,2,0.0,0.12,0.0,23378.7,0.0,2805.44,26184.14,MobileApp,Digital,,USA,New York,Amex,Success,Delivered,,,Facebook,STR003,,0,
TX20250000036,2025-02-17 15:02:00,CUST100797,Retail,PROD1013,SSD 1TB,Storage,10778.76,2,0.15,0.18,99.0,21557.52,3233.63,3298.3,21721.19,Marketplace,Pickup,,India,Chennai,MasterCard,Success,Returned,SAVE10,FESTIVE15,Facebook,STR003,,1,Late delivery
TX20250000037,2025-04-23 07:35:00,CUST100558,Enterprise,PROD1007,Mouse,Accessories,5431.9,3,0.0,0.05,0.0,16295.7,0.0,814.79,17110.49,Marketplace,Pickup,,Germany,Munich,Cash,Refunded,Refunded,,,YouTube,STR004,,1,Size/fit issue
TX20250000038,2025-04-09 17:45:00,CUST101155,Retail,PROD1001,Phone,Electronics,55739.84,3,0.05,0.18,0.0,167219.52,8360.98,28594.54,187453.08,Marketplace,Ship,BlueDart,Germany,Munich,Visa,Success,Shipped,WELCOME,NEW_USER10,YouTube,STR002,,0,
TX20250000039,2025-06-10 03:32:00,CUST100516,Retail,PROD1007,Mouse,Accessories,3165.8,1,0.0,0.05,99.0,3165.8,0.0,158.29,3423.09,Online,Pickup,,USA,Boston,Visa,Refunded,Cancelled,,EMAIL_NEWS,,STR001,,0,
TX20250000040,2025-07-14 16:32:00,CUST100408,Retail,PROD1009,Printer,Office,26244.15,2,0.05,0.05,0.0,52488.3,2624.42,2493.19,52357.07,MobileApp,Ship,BlueDart,Germany,Berlin,UPI,Success,Delivered,SAVE15,SUMMER_SALE,Direct,STR001,,0,
TX20250000041,2025-06-07 05:37:00,CUST100221,Retail,PROD1014,Power Bank,Accessories,3176.52,6,0.05,0.12,99.0,19059.12,952.96,2172.74,20377.9,Marketplace,Pickup,,USA,New York,UPI,Failed,Placed,SAVE5,SOCIAL_ADS,Instagram,STR004,,0,
TX20250000042,2025-01-30 00:27:00,CUST101159,Retail,PROD1005,Smart Watch,Wearables,24240.03,5,0.0,0.18,0.0,121200.15,0.0,21816.03,143016.18,Marketplace,Digital,,UK,London,UPI,Success,Cancelled,,EMAIL_NEWS,Affiliate,,,0,
TX20250000043,2025-02-17 18:03:00,CUST100887,SME,PROD1010,Office Chair,Furniture,3534.95,3,0.0,0.12,149.0,10604.85,0.0,1272.58,12026.43,MobileApp,Pickup,,USA,Boston,UPI,Success,Delivered,,FESTIVE15,Affiliate,STR003,,0,
TX20250000044,2025-08-09 13:52:00,CUST100892,SME,PROD1005,Smart Watch,Wearables,31213.56,4,0.15,0.05,0.0,124854.24,18728.14,5306.31,111432.41,Online,Pickup,,Germany,Munich,PayPal,Success,Delivered,SAVE15,NEW_USER10,,STR003,,0,
TX20250000045,2025-02-15 20:30:00,CUST100372,Enterprise,PROD1003,Headphones,Electronics,17374.26,5,0.0,0.12,49.0,86871.3,0.0,10424.56,97344.86,Store,Pickup,,UK,Birmingham,UPI,Success,Shipped,,SUMMER_SALE,YouTube,STR004,SR1001,0,
TX20250000046,2025-08-03 00:02:00,CUST101414,Enterprise,PROD1010,Office Chair,Furniture,6728.84,3,0.15,0.18,79.0,20186.52,3027.98,3088.54,20326.08,Marketplace,Pickup,,India,Mumbai,MasterCard,Success,Shipped,LOYALTY,SOCIAL_ADS,LinkedIn,STR003,,0,
TX20250000047,2025-04-14 13:23:00,CUST101087,SME,PROD1006,Keyboard,Accessories,2066.89,3,0.0,0.18,0.0,6200.67,0.0,1116.12,7316.79,Store,Pickup,,Germany,Hamburg,MasterCard,Success,Delivered,,NEW_USER10,Direct,STR002,SR1001,0,
TX20250000048,2025-08-22 01:25:00,CUST100443,Enterprise,PROD1004,Camera,Electronics,139041.44,3,0.05,0.18,49.0,417124.32,20856.22,71328.26,467645.36,Store,Ship,UPS,USA,Austin,MasterCard,Success,Placed,LOYALTY,SUMMER_SALE,Instagram,STR001,,0,
TX20250000049,2025-08-09 09:54:00,CUST100598,Corporate,PROD1010,Office Chair,Furniture,12235.18,1,0.05,0.12,0.0,12235.18,611.76,1394.81,13018.23,Online,Ship,DHL,Canada,Montreal,UPI,Success,Shipped,SAVE5,NEW_USER10,Affiliate,,,0,
TX20250000050,2025-05-15 03:44:00,CUST100820,Enterprise,PROD1001,Phone,Electronics,24901.83,1,0.0,0.18,0.0,24901.83,0.0,4482.33,29384.16,Online,Ship,UPS,USA,Chicago,,Success,Shipped,,EMAIL_NEWS,YouTube,STR004,,0,
TX20250000051,2025-04-25 22:14:00,CUST101220,Corporate,PROD1012,Router,Networking,9012.13,1,0.05,0.18,0.0,9012.13,450.61,1541.07,10102.59,Marketplace,Pickup,,Germany,Hamburg,COD,Refunded,Returned,,FESTIVE15,,STR004,,1,Size/fit issue
TX20250000052,2025-06-02 21:57:00,CUST100203,Corporate,PROD1010,Office Chair,Furniture,21928.9,1,0.0,0.05,0.0,21928.9,0.0,1096.45,23025.35,Store,Ship,Delhivery,USA,San Francisco,Visa,Success,Placed,,SOCIAL_ADS,Affiliate,STR003,,0,
TX20250000053,2025-08-23 04:32:00,CUST100474,SME,PROD1011,Desk Lamp,Home,5070.49,1,0.2,0.12,49.0,5070.49,1014.1,486.77,4592.16,Marketplace,Ship,FedEx,USA,Austin,PayPal,Success,Delivered,SAVE10,DIWALI2025,Direct,STR004,,0,
TX20250000054,2025-01-06 12:31:00,CUST101326,Corporate,PROD1014,Power Bank,Accessories,4047.53,2,0.05,0.12,99.0,8095.06,404.75,922.84,8712.15,MobileApp,Ship,BlueDart,India,Bengaluru,PayPal,Success,Cancelled,,DIWALI2025,Direct,STR003,,0,
TX20250000055,2025-01-13 17:59:00,CUST100622,Enterprise,PROD1004,Camera,Electronics,134906.03,1,0.0,0.18,49.0,134906.03,0.0,24283.09,159238.12,Marketplace,Pickup,,India,Delhi,COD,Failed,Cancelled,,,Direct,STR001,,0,
TX20250000056,2025-02-27 22:25:00,CUST101380,Retail,PROD1012,Router,Networking,1727.3,9,0.1,0.18,79.0,15545.7,1554.57,2518.4,16588.53,Store,Ship,UPS,USA,Seattle,UPI,Success,Shipped,SAVE15,DIWALI2025,Affiliate,STR001,SR1003,0,
TX20250000057,2025-09-02 00:57:00,CUST100836,SME,PROD1005,Smart Watch,Wearables,32244.45,2,0.0,0.18,0.0,64488.9,0.0,11608.0,76096.9,Online,Ship,DHL,UK,Leeds,NetBanking,Success,Returned,,DIWALI2025,Direct,STR002,,1,Size/fit issue
TX20250000058,2025-03-30 07:44:00,CUST100516,SME,PROD1001,Phone,Electronics,32354.25,8,0.1,0.12,0.0,258834.0,25883.4,27954.07,260904.67,Online,Digital,,Canada,Calgary,Amex,Success,Delivered,SAVE5,EMAIL_NEWS,Affiliate,STR003,,0,
TX20250000059,2025-07-10 04:21:00,CUST100416,SME,PROD1008,Monitor,Electronics,67323.3,1,0.05,0.05,0.0,67323.3,3366.17,3197.86,67154.99,Store,Pickup,,Germany,Berlin,Visa,Success,Delivered,LOYALTY,SOCIAL_ADS,Google,STR003,,0,
TX20250000060,2025-03-27 13:27:00,CUST100835,Retail,PROD1003,Headphones,Electronics,1591.25,1,0.1,0.05,79.0,1591.25,159.12,71.61,1582.74,Marketplace,Ship,Delhivery,USA,Seattle,,Pending,Cancelled,SAVE10,EMAIL_NEWS,Affiliate,STR003,,0,
TX20250000061,2025-07-23 15:25:00,CUST100935,Corporate,PROD1006,Keyboard,Accessories,6225.23,5,0.0,0.05,49.0,31126.15,0.0,1556.31,32731.46,MobileApp,Ship,DHL,UK,Leeds,MasterCard,Failed,Confirmed,,NEW_USER10,Instagram,STR004,,0,
TX20250000062,2025-04-11 22:57:00,CUST101187,Enterprise,PROD1013,SSD 1TB,Storage,8734.73,3,0.0,0.05,0.0,26204.19,0.0,1310.21,27514.4,Marketplace,Digital,,Germany,Hamburg,MasterCard,Success,Delivered,,NEW_USER10,Facebook,STR001,,0,
TX20250000063,2025-08-11 09:57:00,CUST101171,Enterprise,PROD1003,Headphones,Electronics,16855.1,2,0.0,0.12,79.0,33710.2,0.0,4045.22,37834.42,Online,Pickup,,Germany,Frankfurt,Amex,Success,Cancelled,,SUMMER_SALE,Affiliate,,,0,
TX20250000064,2025-01-16 23:15:00,CUST100258,SME,PROD1013,SSD 1TB,Storage,8960.56,1,0.05,0.05,149.0,8960.56,448.03,425.63,9087.16,Marketplace,Ship,DHL,Canada,Calgary,Visa,Success,Returned,LOYALTY,DIWALI2025,Instagram,STR002,,1,Wrong item delivered
TX20250000065,2025-06-01 11:49:00,CUST101418,Enterprise,PROD1010,Office Chair,Furniture,15614.07,1,0.1,0.05,99.0,15614.07,1561.41,702.63,14854.29,Store,Pickup,,UK,Leeds,COD,Success,Confirmed,WELCOME,SOCIAL_ADS,Instagram,STR002,,0,
TX20250000066,2025-01-12 02:00:00,CUST100201,Retail,PROD1007,Mouse,Accessories,5782.67,6,0.0,0.05,0.0,34696.02,0.0,1734.8,36430.82,Store,Ship,FedEx,India,Chennai,PayPal,Success,Delivered,,SUMMER_SALE,YouTube,STR002,SR1001,0,
TX20250000067,2025-04-05 13:01:00,CUST100358,Retail,PROD1009,Printer,Office,5597.49,3,0.0,0.12,79.0,16792.47,0.0,2015.1,18886.57,MobileApp,Pickup,,Canada,Vancouver,MasterCard,Success,Delivered,,SOCIAL_ADS,,STR003,,0,
TX20250000068,2025-04-03 09:25:00,CUST100589,Corporate,PROD1001,Phone,Electronics,37634.34,1,0.0,0.12,79.0,37634.34,0.0,4516.12,42229.46,Store,Pickup,,Germany,Hamburg,UPI,Success,Refunded,,,Facebook,STR004,SR1002,1,Late delivery
TX20250000069,2025-04-24 12:10:00,CUST101177,SME,PROD1011,Desk Lamp,Home,5338.35,4,0.1,0.12,0.0,21353.4,2135.34,2306.17,21524.23,Online,Digital,,Germany,Hamburg,Visa,Pending,Cancelled,SAVE10,,Affiliate,STR002,,0,
TX20250000070,2025-09-06 03:09:00,CUST101243,SME,PROD1003,Headphones,Electronics,8083.7,3,0.05,0.18,0.0,24251.1,1212.56,4146.94,27185.48,MobileApp,Digital,,UK,Manchester,NetBanking,Pending,Cancelled,LOYALTY,NEW_USER10,Affiliate,,,0,
TX20250000071,2025-04-09 15:35:00,CUST100747,Corporate,PROD1001,Phone,Electronics,40365.57,4,0.0,0.12,149.0,161462.28,0.0,19375.47,180986.75,Store,Pickup,,USA,San Francisco,Visa,Success,Refunded,,FESTIVE15,Instagram,STR002,SR1002,1,Size/fit issue
TX20250000072,2025-02-06 11:48:00,CUST100986,SME,PROD1011,Desk Lamp,Home,4271.16,4,0.0,0.12,49.0,17084.64,0.0,2050.16,19183.8,Online,Pickup,,India,Bengaluru,PayPal,Success,Delivered,,SOCIAL_ADS,YouTube,STR004,,0,
TX20250000073,2025-04-23 19:47:00,CUST100749,Retail,PROD1012,Router,Networking,9304.06,1,0.0,0.12,0.0,9304.06,0.0,1116.49,10420.55,Online,Pickup,,Canada,Toronto,UPI,Success,Delivered,,FESTIVE15,YouTube,STR002,,0,
TX20250000074,2025-07-08 08:18:00,CUST100221,Corporate,PROD1007,Mouse,Accessories,911.21,1,0.15,0.05,199.0,911.21,136.68,38.73,1012.26,Store,Ship,FedEx,India,Ahmedabad,COD,Success,Delivered,SAVE5,,,STR003,SR1003,0,
TX20250000075,2025-03-24 14:15:00,CUST100199,Corporate,PROD1014,Power Bank,Accessories,3525.21,1,0.0,0.18,79.0,3525.21,0.0,634.54,4238.75,MobileApp,Pickup,,Germany,Hamburg,NetBanking,Success,Returned,,FESTIVE15,Google,STR003,,1,Late delivery
TX20250000076,2025-08-16 20:22:00,CUST101341,Retail,PROD1013,SSD 1TB,Storage,10141.02,1,0.15,0.12,199.0,10141.02,1521.15,1034.38,9853.25,Marketplace,Pickup,,India,Chennai,MasterCard,Success,Shipped,LOYALTY,NEW_USER10,Direct,STR002,,0,
TX20250000077,2025-05-22 04:34:00,CUST101320,SME,PROD1000,Laptop,Electronics,128770.42,2,0.0,0.12,0.0,257540.84,0.0,30904.9,288445.74,Store,Ship,DHL,India,Ahmedabad,Visa,Success,Delivered,,,LinkedIn,STR002,SR1001,0,
TX20250000078,2025-03-15 11:16:00,CUST101156,Corporate,PROD1001,Phone,Electronics,16797.67,1,0.05,0.18,0.0,16797.67,839.88,2872.4,18830.19,MobileApp,Digital,,USA,San Francisco,MasterCard,Success,Returned,LOYALTY,NEW_USER10,Google,STR001,,1,Damaged item
TX20250000079,2025-06-19 08:49:00,CUST100513,Corporate,PROD1001,Phone,Electronics,85595.03,1,0.0,0.18,0.0,85595.03,0.0,15407.11,101002.14,Online,Ship,FedEx,India,Chennai,PayPal,Success,Shipped,,NEW_USER10,,STR001,,0,
TX20250000080,2025-05-16 15:44:00,CUST100862,Retail,PROD1011,Desk Lamp,Home,2601.47,5,0.15,0.05,199.0,13007.35,1951.1,552.81,11808.06,Marketplace,Pickup,,UK,London,UPI,Success,Delivered,,SOCIAL_ADS,Instagram,STR003,,0,
TX20250000081,2025-05-12 03:05:00,CUST100063,Retail,PROD1007,Mouse,Accessories,4365.81,2,0.0,0.12,0.0,8731.62,0.0,1047.79,9779.41,Marketplace,Digital,,India,Ahmedabad,NetBanking,Success,Returned,,FESTIVE15,Google,,,1,Not as described
TX20250000082,2025-06-16 09:25:00,CUST100258,SME,PROD1009,Printer,Office,17540.35,2,0.0,0.18,49.0,35080.7,0.0,6314.53,41444.23,Store,Pickup,,Canada,Montreal,UPI,Success,Confirmed,,SOCIAL_ADS,Direct,STR002,SR1003,0,
TX20250000083,2025-05-06 19:27:00,CUST100924,Corporate,PROD1006,Keyboard,Accessories,6253.96,5,0.1,0.12,79.0,31269.8,3126.98,3377.14,31598.96,Marketplace,Pickup,,Germany,Berlin,MasterCard,Success,Shipped,SAVE5,SUMMER_SALE,Affiliate,,,0,
TX20250000084,2025-04-02 16:24:00,CUST100174,Retail,PROD1006,Keyboard,Accessories,7014.49,1,0.2,0.05,0.0,7014.49,1402.9,280.58,5892.17,Store,Ship,DHL,Canada,Toronto,UPI,Success,Shipped,SAVE15,DIWALI2025,LinkedIn,STR004,,0,
TX20250000085,2025-06-09 12:46:00,CUST101229,SME,PROD1005,Smart Watch,Wearables,31462.15,2,0.2,0.05,0.0,62924.3,12584.86,2516.97,52856.41,MobileApp,Ship,DHL,Germany,Munich,Cash,Success,Delivered,SAVE10,EMAIL_NEWS,Instagram,STR004,,0,
TX20250000086,2025-08-15 18:19:00,CUST100878,Retail,PROD1009,Printer,Office,7092.82,1,0.0,0.18,0.0,7092.82,0.0,1276.71,8369.53,Store,Ship,DHL,USA,Austin,NetBanking,Success,Shipped,,SUMMER_SALE,Google,STR004,,0,
TX20250000087,2025-01-01 20:53:00,CUST100290,Retail,PROD1001,Phone,Electronics,58835.35,6,0.0,0.18,0.0,353012.1,0.0,63542.18,416554.28,MobileApp,Pickup,,Germany,Frankfurt,MasterCard,Success,Delivered,,EMAIL_NEWS,Direct,,,0,
TX20250000088,2025-08-12 15:07:00,CUST100318,Corporate,PROD1012,Router,Networking,9406.05,1,0.0,0.18,0.0,9406.05,0.0,1693.09,11099.14,Online,Digital,,India,Pune,UPI,Success,Delivered,,DIWALI2025,Instagram,STR001,,0,
TX20250000089,2025-05-02 03:25:00,CUST101049,Retail,PROD1005,Smart Watch,Wearables,15118.72,1,0.0,0.12,49.0,15118.72,0.0,1814.25,16981.97,Online,Pickup,,Canada,Calgary,UPI,Success,Shipped,,FESTIVE15,,,,0,
TX20250000090,2025-08-16 21:16:00,CUST100418,SME,PROD1003,Headphones,Electronics,5611.93,2,0.05,0.05,0.0,11223.86,561.19,533.13,11195.8,Store,Pickup,,UK,London,Visa,Success,Shipped,WELCOME,DIWALI2025,Facebook,STR003,,0,
TX20250000091,2025-05-21 13:34:00,CUST100086,Enterprise,PROD1000,Laptop,Electronics,122253.72,8,0.05,0.12,79.0,978029.76,48901.49,111495.39,1040702.66,Online,Pickup,,Canada,Calgary,UPI,Success,Delivered,SAVE15,,YouTube,,,0,
TX20250000092,2025-07-13 09:55:00,CUST100351,Enterprise,PROD1013,SSD 1TB,Storage,10951.62,3,0.0,0.18,49.0,32854.86,0.0,5913.87,38817.73,Store,Ship,Delhivery,Germany,Berlin,MasterCard,Success,Delivered,,EMAIL_NEWS,Instagram,STR003,SR1001,0,
TX20250000093,2025-04-28 00:17:00,CUST100682,Corporate,PROD1001,Phone,Electronics,93893.02,1,0.05,0.18,0.0,93893.02,4694.65,16055.71,105254.08,Online,Digital,,Canada,Vancouver,COD,Success,Delivered,SAVE5,EMAIL_NEWS,Google,STR001,,0,
TX20250000094,2025-03-04 21:58:00,CUST100299,SME,PROD1003,Headphones,Electronics,15284.45,5,0.0,0.05,0.0,76422.25,0.0,3821.11,80243.36,MobileApp,Digital,,India,Bengaluru,,Pending,Shipped,,FESTIVE15,Affiliate,STR004,,0,
TX20250000095,2025-04-09 00:20:00,CUST101316,SME,PROD1013,SSD 1TB,Storage,3979.19,6,0.1,0.18,199.0,23875.14,2387.51,3867.77,25554.4,Store,Ship,UPS,Germany,Berlin,UPI,Success,Delivered,WELCOME,,LinkedIn,STR001,SR1002,0,
